Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,2011-09-16,"16,50,894",0,77,3.8,129,8
10,2011-09-23,"16,85,911",0,83,3.8,130,8
10,2011-09-30,"16,27,707",0,82,3.9,130,8
10,2011-10-07,"17,88,228",0,75,3.8,130,8
10,2011-10-14,"17,04,753",0,70,3.7,130,8
10,2011-10-21,"17,45,929",0,78,3.8,130,8
10,2011-10-28,"17,71,793",0,73,3.8,130,8
10,2011-11-04,"19,04,439",0,69,3.8,130,8
10,2011-11-11,"20,76,571",0,55,3.7,130,8
10,2011-11-18,"18,69,088",0,59,3.7,130,8
10,2011-11-25,"29,50,199",1,61,3.8,130,8
10,2011-12-02,"20,68,097",0,57,3.7,130,8
10,2011-12-09,"24,29,311",0,43,3.6,130,8
10,2011-12-16,"25,55,031",0,51,3.5,130,8
10,2011-12-23,"34,87,987",0,48,3.5,130,8
10,2011-12-30,"19,30,690",1,49,3.4,130,8
10,2012-01-06,"16,83,402",0,60,3.4,130,8
10,2012-01-13,"17,11,563",0,51,3.5,130,8
10,2012-01-20,"16,75,563",0,55,3.7,130,8
10,2012-01-27,"16,32,406",0,54,3.7,130,8
10,2012-02-03,"18,67,403",0,57,3.5,130,8
10,2012-02-10,"22,18,596",1,56,3.7,130,8
10,2012-02-17,"21,68,710",0,54,3.8,130,8
10,2012-02-24,"20,39,416",0,56,4,131,8
10,2012-03-02,"19,90,371",0,58,3.9,131,8
10,2012-03-09,"19,17,483",0,58,4,131,8
10,2012-03-16,"19,30,815",0,62,4.3,131,8
10,2012-03-23,"18,37,458",0,57,4.3,131,8
10,2012-03-30,"18,15,760",0,68,4.3,131,8
10,2012-04-06,"21,63,384",0,66,4.3,131,7
10,2012-04-13,"19,74,688",0,70,4.3,131,7
10,2012-04-20,"17,77,167",0,68,4.1,131,7
10,2012-04-27,"17,12,988",0,80,4.1,131,7
10,2012-05-04,"18,21,364",0,77,4.1,131,7
10,2012-05-11,"17,92,345",0,76,4.2,131,7
10,2012-05-18,"17,95,153",0,85,4.3,131,7
10,2012-05-25,"18,30,939",0,86,4.1,131,7
10,2012-06-01,"17,67,471",0,80,4.3,131,7
10,2012-06-08,"18,40,491",0,87,4.1,131,7
10,2012-06-15,"18,11,563",0,89,4.1,131,7
10,2012-06-22,"17,55,334",0,90,4,131,7
10,2012-06-29,"17,07,482",0,91,3.9,131,7
10,2012-07-06,"18,06,000",0,87,3.7,131,7
10,2012-07-13,"17,65,572",0,90,3.7,131,7
10,2012-07-20,"18,69,967",0,84,3.6,131,7
10,2012-07-27,"18,17,604",0,84,3.8,131,7
10,2012-08-03,"19,39,440",0,85,3.6,131,7
10,2012-08-10,"18,80,437",0,91,3.8,131,7
10,2012-08-17,"18,27,797",0,89,4,131,7
10,2012-08-24,"17,64,984",0,83,4.1,131,7
10,2012-08-31,"16,50,286",0,87,3.9,131,7
10,2012-09-07,"17,08,283",1,83,4.1,131,7
10,2012-09-14,"16,40,169",0,78,4,131,7
10,2012-09-21,"16,71,858",0,82,4.1,131,7
10,2012-09-28,"16,94,862",0,83,4,131,7
10,2012-10-05,"17,58,971",0,81,4.1,131,7
10,2012-10-12,"17,13,889",0,76,4.5,131,7
10,2012-10-19,"17,34,835",0,73,4.4,131,7
10,2012-10-26,"17,44,349",0,71,4.3,131,7
11,2010-02-05,"15,28,009",0,46,2.6,214,7
11,2010-02-12,"15,74,684",1,48,2.5,215,7
11,2010-02-19,"15,03,299",0,48,2.5,215,7
11,2010-02-26,"13,36,405",0,53,2.6,215,7
11,2010-03-05,"14,26,623",0,54,2.6,215,7
11,2010-03-12,"13,31,883",0,64,2.7,215,7
11,2010-03-19,"13,64,207",0,62,2.7,215,7
11,2010-03-26,"12,45,624",0,58,2.7,214,7
11,2010-04-02,"14,46,210",0,66,2.7,214,7
11,2010-04-09,"14,70,308",0,70,2.8,214,7
11,2010-04-16,"13,23,243",0,68,2.8,214,7
11,2010-04-23,"12,83,767",0,68,2.8,214,7
11,2010-04-30,"12,39,767",0,71,2.8,214,7
11,2010-05-07,"13,12,330",0,76,2.8,214,7
11,2010-05-14,"12,66,796",0,78,2.9,214,7
11,2010-05-21,"12,71,647",0,77,2.8,214,7
11,2010-05-28,"12,64,273",0,80,2.8,214,7
11,2010-06-04,"13,96,322",0,80,2.7,214,7
11,2010-06-11,"13,39,571",0,83,2.7,215,7
11,2010-06-18,"13,36,523",0,84,2.6,215,7
11,2010-06-25,"12,62,025",0,85,2.7,215,7
11,2010-07-02,"13,02,600",0,83,2.7,215,7
11,2010-07-09,"12,80,156",0,83,2.6,214,7
11,2010-07-16,"12,90,610",0,85,2.6,214,7
11,2010-07-23,"12,44,390",0,85,2.6,215,7
11,2010-07-30,"12,50,179",0,83,2.6,215,7
11,2010-08-06,"13,69,635",0,87,2.6,215,7
11,2010-08-13,"13,84,339",0,88,2.7,215,7
11,2010-08-20,"14,30,192",0,89,2.7,215,7
11,2010-08-27,"13,11,263",0,88,2.6,215,7
11,2010-09-03,"13,03,914",0,85,2.6,215,7
11,2010-09-10,"12,31,428",1,82,2.6,215,7
11,2010-09-17,"12,15,676",0,83,2.6,215,7
11,2010-09-24,"11,70,103",0,77,2.6,215,7
11,2010-10-01,"11,82,490",0,75,2.6,215,8
11,2010-10-08,"12,93,473",0,69,2.6,215,8
11,2010-10-15,"11,75,004",0,71,2.7,215,8
11,2010-10-22,"11,69,831",0,73,2.7,215,8
11,2010-10-29,"11,95,036",0,74,2.7,215,8
11,2010-11-05,"13,32,759",0,64,2.7,215,8
11,2010-11-12,"12,81,676",0,64,2.7,215,8
11,2010-11-19,"12,92,347",0,59,2.8,215,8
11,2010-11-26,"17,57,243",1,70,2.7,215,8
11,2010-12-03,"13,80,523",0,56,2.7,215,8
11,2010-12-10,"15,64,516",0,53,2.8,215,8
11,2010-12-17,"18,43,971",0,55,2.9,215,8
11,2010-12-24,"23,06,265",0,59,2.9,215,8
11,2010-12-31,"11,72,003",1,55,2.9,215,8
11,2011-01-07,"11,78,905",0,54,3,215,8
11,2011-01-14,"11,94,450",0,45,3,215,8
11,2011-01-21,"11,87,776",0,52,3,215,8
11,2011-01-28,"11,00,419",0,51,3,216,8
11,2011-02-04,"14,22,546",0,47,3,216,8
11,2011-02-11,"14,19,237",1,45,3,216,8
11,2011-02-18,"15,54,747",0,62,3,217,8
11,2011-02-25,"13,23,999",0,69,3.1,217,8
11,2011-03-04,"13,99,457",0,67,3.3,217,8
11,2011-03-11,"13,14,557",0,63,3.5,217,8
11,2011-03-18,"13,91,814",0,70,3.5,218,8
11,2011-03-25,"12,29,777",0,74,3.5,218,8
11,2011-04-01,"12,58,674",0,69,3.5,218,8
11,2011-04-08,"13,27,401",0,74,3.6,218,8
11,2011-04-15,"13,12,906",0,77,3.7,219,8
11,2011-04-22,"13,88,119",0,78,3.8,219,8
11,2011-04-29,"13,57,590",0,80,3.8,219,8
11,2011-05-06,"13,31,453",0,71,3.9,219,8
11,2011-05-13,"12,77,959",0,81,3.9,219,8
11,2011-05-20,"12,39,467",0,77,3.9,219,8
11,2011-05-27,"12,16,877",0,86,3.8,219,8
11,2011-06-03,"13,43,637",0,86,3.7,219,8
11,2011-06-10,"13,14,627",0,86,3.6,218,8
11,2011-06-17,"13,37,507",0,88,3.6,218,8
11,2011-06-24,"12,54,588",0,86,3.6,218,8
11,2011-07-01,"12,97,472",0,86,3.5,219,8
11,2011-07-08,"13,34,628",0,87,3.5,219,8
11,2011-07-15,"12,66,547",0,88,3.6,219,8
11,2011-07-22,"12,90,576",0,88,3.7,219,8
11,2011-07-29,"12,12,939",0,89,3.7,219,8
11,2011-08-05,"14,03,199",0,90,3.7,219,8
11,2011-08-12,"13,54,188",0,90,3.6,219,8
11,2011-08-19,"14,84,170",0,90,3.6,219,8
11,2011-08-26,"13,04,707",0,89,3.5,219,8
11,2011-09-02,"12,97,792",0,91,3.5,219,8
11,2011-09-09,"12,49,440",1,85,3.5,219,8
11,2011-09-16,"12,70,816",0,85,3.5,219,8
11,2011-09-23,"12,35,775",0,82,3.5,220,8
11,2011-09-30,"11,90,516",0,84,3.4,220,8
11,2011-10-07,"13,46,271",0,77,3.3,220,7
11,2011-10-14,"12,86,389",0,76,3.3,221,7
11,2011-10-21,"13,25,108",0,71,3.4,221,7
11,2011-10-28,"13,10,684",0,73,3.4,221,7
11,2011-11-04,"14,58,287",0,61,3.3,221,7
11,2011-11-11,"13,66,054",0,64,3.3,221,7
11,2011-11-18,"13,15,092",0,66,3.3,222,7
11,2011-11-25,"18,48,953",1,70,3.2,222,7
11,2011-12-02,"13,99,322",0,57,3.2,222,7
11,2011-12-09,"16,46,656",0,51,3.2,222,7
11,2011-12-16,"17,83,910",0,60,3.2,223,7
11,2011-12-23,"22,13,519",0,54,3.1,223,7
11,2011-12-30,"13,52,084",1,49,3.1,223,7
11,2012-01-06,"12,83,886",0,54,3.2,223,7
11,2012-01-13,"12,64,737",0,53,3.3,223,7
11,2012-01-20,"12,07,303",0,56,3.3,223,7
11,2012-01-27,"11,62,676",0,58,3.3,224,7
11,2012-02-03,"13,76,732",0,60,3.4,224,7
11,2012-02-10,"15,74,288",1,52,3.4,224,7
11,2012-02-17,"15,69,608",0,53,3.5,224,7
11,2012-02-24,"13,79,473",0,61,3.6,224,7
11,2012-03-02,"14,38,383",0,63,3.6,224,7
11,2012-03-09,"14,13,383",0,61,3.7,225,7
11,2012-03-16,"14,41,884",0,64,3.7,225,7
11,2012-03-23,"13,00,594",0,67,3.8,225,7
11,2012-03-30,"13,00,104",0,70,3.8,225,7
11,2012-04-06,"15,96,325",0,74,3.9,225,7
11,2012-04-13,"14,72,752",0,73,3.9,225,7
11,2012-04-20,"13,15,357",0,72,3.9,225,7
11,2012-04-27,"12,36,238",0,73,3.8,225,7
11,2012-05-04,"13,70,251",0,79,3.7,225,7
11,2012-05-11,"13,00,147",0,75,3.7,225,7
11,2012-05-18,"13,52,442",0,73,3.6,225,7
11,2012-05-25,"12,97,336",0,78,3.6,225,7
11,2012-06-01,"13,61,595",0,82,3.5,225,7
11,2012-06-08,"14,14,344",0,82,3.5,225,7
11,2012-06-15,"14,17,875",0,85,3.4,225,7
11,2012-06-22,"13,55,680",0,83,3.3,225,7
11,2012-06-29,"12,97,029",0,88,3.3,225,7
11,2012-07-06,"14,61,130",0,83,3.2,225,6
11,2012-07-13,"13,20,240",0,82,3.3,225,6
11,2012-07-20,"13,44,484",0,82,3.3,225,6
11,2012-07-27,"12,72,395",0,85,3.4,225,6
11,2012-08-03,"13,99,341",0,87,3.4,225,6
11,2012-08-10,"13,88,974",0,86,3.5,225,6
11,2012-08-17,"14,21,307",0,88,3.6,226,6
11,2012-08-24,"14,09,516",0,83,3.6,226,6
11,2012-08-31,"13,72,872",0,86,3.6,226,6
11,2012-09-07,"13,04,584",1,85,3.7,226,6
11,2012-09-14,"12,67,675",0,80,3.7,226,6
11,2012-09-21,"13,26,133",0,74,3.7,226,6
11,2012-09-28,"12,27,431",0,78,3.7,227,6
11,2012-10-05,"14,22,794",0,73,3.6,227,6
11,2012-10-12,"13,11,965",0,70,3.6,227,6
11,2012-10-19,"12,32,073",0,74,3.6,227,6
11,2012-10-26,"12,00,729",0,74,3.5,227,6
12,2010-02-05,"11,00,046",0,49,3,126,14
12,2010-02-12,"11,17,863",1,48,2.9,126,14
12,2010-02-19,"10,95,422",0,55,2.9,127,14
12,2010-02-26,"10,48,617",0,50,2.8,127,14
12,2010-03-05,"10,77,018",0,54,3,127,14
12,2010-03-12,"9,85,594",0,50,2.9,127,14
12,2010-03-19,"9,72,088",0,60,3.1,127,14
12,2010-03-26,"9,81,616",0,60,3.1,127,14
12,2010-04-02,"10,11,822",0,60,3.1,127,14
12,2010-04-09,"10,41,239",0,59,3.1,127,14
12,2010-04-16,"9,57,998",0,65,3.1,127,14
12,2010-04-23,"9,93,833",0,65,3.1,126,14
12,2010-04-30,"9,54,220",0,67,3.1,126,14
12,2010-05-07,"10,43,240",0,70,3.1,126,14
12,2010-05-14,"9,66,055",0,68,3.1,126,14
12,2010-05-21,"9,58,375",0,76,3.1,126,14
12,2010-05-28,"9,55,451",0,68,3.1,126,14
12,2010-06-04,"10,49,357",0,81,2.9,126,14
12,2010-06-11,"10,16,040",0,91,2.9,126,14
12,2010-06-18,"9,56,211",0,81,3,126,14
12,2010-06-25,"9,58,008",0,87,3.1,126,14
12,2010-07-02,"9,51,957",0,92,3.1,126,14
12,2010-07-09,"9,43,506",0,90,3.1,126,14
12,2010-07-16,"9,16,403",0,97,3.1,126,14
12,2010-07-23,"9,12,404",0,99,3.1,126,14
12,2010-07-30,"9,13,548",0,96,3,126,14
12,2010-08-06,"9,67,577",0,93,3.1,126,14
12,2010-08-13,"9,28,264",0,87,3.2,126,14
12,2010-08-20,"9,48,447",0,93,3,126,14
12,2010-08-27,"10,04,516",0,93,3.1,126,14
12,2010-09-03,"10,75,759",0,83,3.1,126,14
12,2010-09-10,"9,03,119",1,84,3,126,14
12,2010-09-17,"8,52,883",0,82,3,126,14
12,2010-09-24,"8,51,919",0,82,2.9,126,14
12,2010-10-01,"8,50,936",0,85,3,126,14
12,2010-10-08,"9,18,336",0,72,3,126,14
12,2010-10-15,"8,62,420",0,75,3,126,14
12,2010-10-22,"8,57,883",0,69,3,126,14
12,2010-10-29,"9,55,295",0,61,3,126,14
12,2010-11-05,"9,29,691",0,65,3.1,126,14
12,2010-11-12,"9,42,475",0,58,3.1,127,14
12,2010-11-19,"8,94,494",0,58,3.2,127,14
12,2010-11-26,"16,01,377",1,48,3.2,127,14
12,2010-12-03,"10,69,533",0,43,3,127,14
12,2010-12-10,"11,21,934",0,50,3.2,127,14
12,2010-12-17,"12,95,605",0,53,3.2,127,14
12,2010-12-24,"17,68,250",0,52,3.2,127,14
12,2010-12-31,"8,91,737",1,46,3.1,127,14
12,2011-01-07,"9,10,110",0,38,3.3,127,14
12,2011-01-14,"8,12,012",0,43,3.3,127,14
12,2011-01-21,"8,02,106",0,54,3.2,127,14
12,2011-01-28,"8,73,119",0,51,3.3,128,14
12,2011-02-04,"10,46,068",0,45,3.3,128,14
12,2011-02-11,"10,86,422",1,51,3.4,128,14
12,2011-02-18,"11,28,485",0,53,3.4,128,14
12,2011-02-25,"10,46,204",0,48,3.5,128,14
12,2011-03-04,"10,85,248",0,52,3.7,128,14
12,2011-03-11,"9,97,673",0,58,3.8,128,14
12,2011-03-18,"10,09,502",0,64,3.7,129,14
12,2011-03-25,"9,54,107",0,54,3.9,129,14
12,2011-04-01,"10,05,463",0,64,3.8,129,14
12,2011-04-08,"9,98,362",0,64,4,129,14
12,2011-04-15,"9,90,952",0,58,3.9,129,14
12,2011-04-22,"10,16,019",0,72,4.1,129,14
12,2011-04-29,"9,94,966",0,68,4.2,129,14
12,2011-05-06,"10,21,154",0,68,4.2,129,14
12,2011-05-13,"9,77,034",0,71,4.2,129,14
12,2011-05-20,"9,24,135",0,67,4.2,129,14
12,2011-05-27,"9,64,333",0,77,4.1,129,14
12,2011-06-03,"9,70,329",0,72,4,129,14
12,2011-06-10,"9,96,938",0,79,4,129,14
12,2011-06-17,"9,86,505",0,87,3.9,129,14
12,2011-06-24,"9,97,283",0,89,3.9,129,14
12,2011-07-01,"9,61,993",0,90,3.8,129,14
12,2011-07-08,"9,43,717",0,90,3.7,129,14
12,2011-07-15,"9,36,002",0,88,3.7,129,14
12,2011-07-22,"9,22,232",0,91,3.8,129,14
12,2011-07-29,"8,90,547",0,93,3.8,129,14
12,2011-08-05,"9,88,713",0,91,3.8,129,14
12,2011-08-12,"9,55,914",0,91,3.7,129,14
12,2011-08-19,"9,66,817",0,92,3.7,129,14
12,2011-08-26,"10,17,593",0,95,3.7,129,14
12,2011-09-02,"10,52,051",0,94,3.8,129,14
12,2011-09-09,"9,22,851",1,88,3.9,129,14
12,2011-09-16,"8,89,290",0,76,3.9,129,14
12,2011-09-23,"8,71,693",0,83,3.8,130,14
12,2011-09-30,"8,66,401",0,83,3.9,130,14
12,2011-10-07,"9,51,245",0,70,3.8,130,13
12,2011-10-14,"9,27,600",0,67,3.8,130,13
12,2011-10-21,"9,38,605",0,73,3.8,130,13
12,2011-10-28,"9,90,926",0,67,3.7,130,13
12,2011-11-04,"10,51,945",0,60,3.8,130,13
12,2011-11-11,"10,95,092",0,49,3.8,130,13
12,2011-11-18,"9,70,641",0,54,3.8,130,13
12,2011-11-25,"15,91,920",1,53,3.6,130,13
12,2011-12-02,"10,71,383",0,53,3.7,130,13
12,2011-12-09,"11,89,646",0,42,3.6,130,13
12,2011-12-16,"12,93,404",0,43,3.6,130,13
12,2011-12-23,"16,17,612",0,45,3.5,130,13
12,2011-12-30,"11,11,638",1,45,3.4,130,13
12,2012-01-06,"9,45,824",0,50,3.6,130,12
12,2012-01-13,"8,65,468",0,48,3.7,130,12
12,2012-01-20,"8,55,923",0,46,3.7,130,12
12,2012-01-27,"8,88,204",0,50,3.7,130,12
12,2012-02-03,"10,58,768",0,51,3.7,130,12
12,2012-02-10,"11,99,331",1,52,3.7,130,12
12,2012-02-17,"12,40,049",0,52,3.8,130,12
12,2012-02-24,"11,12,035",0,53,4,131,12
12,2012-03-02,"11,47,637",0,52,4.2,131,12
12,2012-03-09,"11,13,209",0,55,4.3,131,12
12,2012-03-16,"10,88,499",0,64,4.3,131,12
12,2012-03-23,"10,45,420",0,56,4,131,12
12,2012-03-30,"10,25,382",0,64,4.3,131,12
12,2012-04-06,"11,28,766",0,64,4.1,131,12
12,2012-04-13,"10,83,811",0,64,4.3,131,12
12,2012-04-20,"10,06,487",0,67,4.2,131,12
12,2012-04-27,"10,04,252",0,78,4.2,131,12
12,2012-05-04,"10,73,434",0,76,4.2,131,12
12,2012-05-11,"10,41,995",0,77,4.2,131,12
12,2012-05-18,"10,20,486",0,85,4.1,131,12
12,2012-05-25,"9,91,514",0,84,4.3,131,12
12,2012-06-01,"9,81,345",0,78,4.3,131,12
12,2012-06-08,"10,86,231",0,85,4.1,131,12
12,2012-06-15,"10,19,556",0,86,4.1,131,12
12,2012-06-22,"9,81,386",0,92,4,131,12
12,2012-06-29,"9,43,125",0,90,3.9,131,12
12,2012-07-06,"10,14,899",0,89,3.8,131,11
12,2012-07-13,"9,60,313",0,96,3.7,131,11
12,2012-07-20,"9,41,550",0,86,3.7,131,11
12,2012-07-27,"9,16,968",0,93,3.8,131,11
12,2012-08-03,"9,58,667",0,88,3.8,131,11
12,2012-08-10,"9,84,690",0,96,3.8,131,11
12,2012-08-17,"10,05,003",0,95,4,131,11
12,2012-08-24,"10,48,101",0,85,4.1,131,11
12,2012-08-31,"10,61,943",0,90,4.1,131,11
12,2012-09-07,"9,55,146",1,89,4.1,131,11
12,2012-09-14,"8,85,892",0,84,4.1,131,11
12,2012-09-21,"9,22,735",0,83,4.1,131,11
12,2012-09-28,"8,80,416",0,81,4,131,11
12,2012-10-05,"9,79,826",0,82,4,131,10
12,2012-10-12,"9,34,917",0,72,4.5,131,10
12,2012-10-19,"9,60,945",0,69,4.4,131,10
12,2012-10-26,"9,74,698",0,66,4.3,131,10
13,2010-02-05,"19,67,221",0,32,2.7,126,8
13,2010-02-12,"20,30,933",1,33,2.7,126,8
13,2010-02-19,"19,70,275",0,36,2.7,127,8
13,2010-02-26,"18,17,850",0,30,2.7,127,8
13,2010-03-05,"19,39,980",0,41,2.7,127,8
13,2010-03-12,"18,40,687",0,38,2.7,127,8
13,2010-03-19,"18,79,795",0,42,2.8,127,8
13,2010-03-26,"18,82,096",0,41,2.8,127,8
13,2010-04-02,"21,42,482",0,42,2.8,127,8
13,2010-04-09,"18,98,321",0,39,2.9,127,8
13,2010-04-16,"18,19,660",0,50,2.9,127,8
13,2010-04-23,"19,09,331",0,56,2.9,126,8
13,2010-04-30,"17,85,823",0,48,2.9,126,8
13,2010-05-07,"20,05,478",0,44,2.9,126,8
13,2010-05-14,"18,90,273",0,50,3,126,8
13,2010-05-21,"18,53,658",0,58,3,126,8
13,2010-05-28,"18,77,359",0,53,2.9,126,8
13,2010-06-04,"20,22,705",0,60,2.9,126,8
13,2010-06-11,"20,37,881",0,65,2.8,126,8
13,2010-06-18,"20,03,435",0,58,2.8,126,8
13,2010-06-25,"19,70,340",0,72,2.8,126,8
13,2010-07-02,"20,18,315",0,79,2.8,126,8
13,2010-07-09,"18,70,844",0,71,2.8,126,8
13,2010-07-16,"19,32,231",0,78,2.8,126,8
13,2010-07-23,"19,07,351",0,82,2.8,126,8
13,2010-07-30,"18,17,887",0,79,2.8,126,8
13,2010-08-06,"19,69,121",0,81,2.8,126,8
13,2010-08-13,"18,77,593",0,75,2.8,126,8
13,2010-08-20,"19,97,398",0,76,2.9,126,8
13,2010-08-27,"19,08,278",0,75,2.9,126,8
13,2010-09-03,"19,11,853",0,66,2.9,126,8
13,2010-09-10,"17,72,144",1,66,2.9,126,8
13,2010-09-17,"17,90,280",0,67,2.9,126,8
13,2010-09-24,"17,05,655",0,68,2.9,126,8
13,2010-10-01,"17,65,584",0,69,2.9,126,8
13,2010-10-08,"18,71,924",0,63,2.8,126,8
13,2010-10-15,"18,51,431",0,54,2.8,126,8
13,2010-10-22,"17,96,950",0,57,2.8,126,8
13,2010-10-29,"18,87,895",0,45,2.8,126,8
13,2010-11-05,"18,54,968",0,50,2.8,126,8
13,2010-11-12,"19,39,965",0,43,2.8,127,8
13,2010-11-19,"19,25,394",0,42,2.8,127,8
13,2010-11-26,"27,66,400",1,28,2.8,127,8
13,2010-12-03,"20,83,380",0,26,2.8,127,8
13,2010-12-10,"24,61,468",0,37,2.8,127,8
13,2010-12-17,"27,71,647",0,35,2.8,127,8
13,2010-12-24,"35,95,903",0,35,2.8,127,8
13,2010-12-31,"16,75,292",1,27,2.9,127,8
13,2011-01-07,"17,44,544",0,17,2.9,127,7
13,2011-01-14,"16,82,316",0,21,2.9,127,7
13,2011-01-21,"17,70,177",0,35,2.9,127,7
13,2011-01-28,"16,33,663",0,32,3,128,7
13,2011-02-04,"18,48,187",0,23,3,128,7
13,2011-02-11,"19,44,439",1,31,3,128,7
13,2011-02-18,"20,03,481",0,41,3.1,128,7
13,2011-02-25,"18,31,934",0,33,3.1,128,7
13,2011-03-04,"18,94,961",0,34,3.2,128,7
13,2011-03-11,"18,52,433",0,41,3.3,128,7
13,2011-03-18,"18,52,444",0,45,3.4,129,7
13,2011-03-25,"18,07,545",0,42,3.4,129,7
13,2011-04-01,"18,64,239",0,42,3.5,129,7
13,2011-04-08,"18,87,465",0,43,3.5,129,7
13,2011-04-15,"19,50,994",0,42,3.6,129,7
13,2011-04-22,"21,24,316",0,48,3.7,129,7
13,2011-04-29,"18,95,583",0,44,3.7,129,7
13,2011-05-06,"19,86,380",0,48,3.7,129,7
13,2011-05-13,"19,58,824",0,52,3.8,129,7
13,2011-05-20,"18,60,924",0,52,3.8,129,7
13,2011-05-27,"18,66,370",0,55,3.8,129,7
13,2011-06-03,"19,35,594",0,53,3.8,129,7
13,2011-06-10,"19,97,817",0,61,3.7,129,7
13,2011-06-17,"20,86,433",0,63,3.7,129,7
13,2011-06-24,"20,09,163",0,66,3.7,129,7
13,2011-07-01,"20,48,036",0,74,3.6,129,7
13,2011-07-08,"20,21,699",0,77,3.6,129,7
13,2011-07-15,"19,56,813",0,76,3.6,129,7
13,2011-07-22,"19,87,089",0,79,3.6,129,7
13,2011-07-29,"18,80,786",0,78,3.6,129,7
13,2011-08-05,"20,76,232",0,76,3.6,129,7
13,2011-08-12,"19,70,341",0,76,3.6,129,7
13,2011-08-19,"20,90,341",0,77,3.6,129,7
13,2011-08-26,"20,35,245",0,82,3.6,129,7
13,2011-09-02,"19,53,629",0,77,3.6,129,7
13,2011-09-09,"18,72,921",1,70,3.6,129,7
13,2011-09-16,"19,23,224",0,68,3.6,129,7
13,2011-09-23,"18,47,431",0,64,3.6,130,7
13,2011-09-30,"18,35,663",0,68,3.6,130,7
13,2011-10-07,"20,67,233",0,61,3.6,130,6
13,2011-10-14,"19,29,659",0,52,3.6,130,6
13,2011-10-21,"19,73,544",0,55,3.6,130,6
13,2011-10-28,"19,48,734",0,47,3.6,130,6
13,2011-11-04,"20,36,318",0,44,3.5,130,6
13,2011-11-11,"21,11,592",0,34,3.5,130,6
13,2011-11-18,"20,16,324",0,41,3.5,130,6
13,2011-11-25,"28,64,171",1,39,3.4,130,6
13,2011-12-02,"20,51,316",0,34,3.4,130,6
13,2011-12-09,"24,62,779",0,25,3.3,130,6
13,2011-12-16,"27,60,347",0,28,3.3,130,6
13,2011-12-23,"35,56,766",0,25,3.2,130,6
13,2011-12-30,"19,69,057",1,32,3.1,130,6
13,2012-01-06,"18,65,753",0,34,3.1,130,6
13,2012-01-13,"17,94,963",0,26,3.1,130,6
13,2012-01-20,"18,11,606",0,33,3,130,6
13,2012-01-27,"17,33,983",0,34,3.1,130,6
13,2012-02-03,"19,27,781",0,31,3.1,130,6
13,2012-02-10,"20,69,285",1,34,3.1,130,6
13,2012-02-17,"22,14,477",0,37,3.1,130,6
13,2012-02-24,"19,29,768",0,35,3.1,131,6
13,2012-03-02,"19,69,743",0,32,3.2,131,6
13,2012-03-09,"19,86,446",0,38,3.4,131,6
13,2012-03-16,"20,25,583",0,53,3.5,131,6
13,2012-03-23,"19,04,422",0,48,3.7,131,6
13,2012-03-30,"19,48,983",0,53,3.7,131,6
13,2012-04-06,"22,71,615",0,49,3.8,131,6
13,2012-04-13,"20,57,638",0,52,3.8,131,6
13,2012-04-20,"19,55,689",0,50,3.8,131,6
13,2012-04-27,"19,70,122",0,65,3.8,131,6
13,2012-05-04,"19,95,995",0,54,3.8,131,6
13,2012-05-11,"20,80,764",0,56,3.8,131,6
13,2012-05-18,"21,31,901",0,65,3.8,131,6
13,2012-05-25,"20,43,349",0,62,3.8,131,6
13,2012-06-01,"20,35,431",0,61,3.8,131,6
13,2012-06-08,"21,82,438",0,68,3.8,131,6
13,2012-06-15,"21,52,229",0,66,3.8,131,6
13,2012-06-22,"20,94,373",0,73,3.7,131,6
13,2012-06-29,"20,37,664",0,82,3.7,131,6
13,2012-07-06,"21,84,980",0,79,3.6,131,6
13,2012-07-13,"20,02,751",0,84,3.6,131,6
13,2012-07-20,"20,53,089",0,76,3.6,131,6
13,2012-07-27,"19,14,431",0,80,3.5,131,6
13,2012-08-03,"20,44,148",0,82,3.5,131,6
13,2012-08-10,"20,41,020",0,82,3.5,131,6
13,2012-08-17,"20,95,769",0,79,3.5,131,6
13,2012-08-24,"20,59,458",0,77,3.6,131,6
13,2012-08-31,"20,73,855",0,79,3.6,131,6
13,2012-09-07,"21,65,796",1,71,3.7,131,6
13,2012-09-14,"19,19,917",0,69,3.7,131,6
13,2012-09-21,"19,38,380",0,68,3.8,131,6
13,2012-09-28,"19,27,664",0,65,3.8,131,6
13,2012-10-05,"20,41,919",0,62,3.8,131,6
13,2012-10-12,"19,99,079",0,55,3.8,131,6
13,2012-10-19,"20,18,010",0,52,3.8,131,6
13,2012-10-26,"20,35,190",0,47,3.8,131,6
14,2010-02-05,"26,23,470",0,27,2.8,182,9
14,2010-02-12,"17,04,219",1,28,2.8,182,9
14,2010-02-19,"22,04,557",0,31,2.7,182,9
14,2010-02-26,"20,95,592",0,35,2.8,182,9
14,2010-03-05,"22,37,545",0,37,2.8,182,9
14,2010-03-12,"21,56,035",0,46,2.8,182,9
14,2010-03-19,"20,66,219",0,49,2.8,182,9
14,2010-03-26,"20,50,396",0,54,2.9,182,9
14,2010-04-02,"24,95,631",0,48,2.9,182,9
14,2010-04-09,"22,58,781",0,65,2.9,182,9
14,2010-04-16,"21,21,789",0,54,2.9,182,9
14,2010-04-23,"21,38,145",0,53,2.9,182,9
14,2010-04-30,"20,82,355",0,53,2.9,182,9
